0,32
999,31
1999,36
3000,37
4000,36
5001,37
6001,36
7002,36
8002,37
9003,37
10003,36
11003,36
12004,36
13004,36
14005,36
15005,35
16007,36
17007,35
18008,35
19008,36
20008,36
21009,37
22009,35
23010,35
24010,35
25011,35
26011,37
27012,36
28012,36
29012,36
30013,35
31013,35
32014,35
33014,36
34015,35
35015,35
36016,35
37016,36
38017,36
39017,35
40017,35
41018,35
42018,36
43019,37
44019,36
45020,36
46020,36
47022,61
48022,35
49022,36
50023,35
51023,36
52024,55
53024,57
54025,36
55025,36
56026,36
57026,35
58027,36
59027,31
60027,35
61028,34
62028,35
63029,35
64029,31
65030,31
66030,32
67031,32
68031,37
69031,40
70032,41
71032,39
72033,39
73033,33
74034,34
75034,32
76035,32
77036,32
78036,35
79037,35
80037,35
81038,34
82038,41
83039,38
84039,39
85040,39
86040,38
87041,39
88041,38
89041,33
90042,35
91042,39
92043,39
93043,38
94044,38
95044,33
96045,37
97045,36
98045,34
99046,32
100046,33
101047,34
102047,35
103048,34
104049,34
105050,37
106050,35
107051,32
108051,39
109051,39
110052,40
111052,39
112053,37
113053,39
114054,34
115054,34
116055,34
117056,34
118056,33
119057,34
120057,38
121058,39
122058,34
123059,39
124059,40
125060,40
126060,39
127060,40
128061,33
129061,33
130062,32
131063,33
132064,32
133064,32
134065,33
135065,33
136066,33
137066,33
138066,33
139067,32
140067,33
141068,37
142068,32
143069,38
144070,40
145071,39
146071,39
147072,39
148072,38
149072,36
150073,37
151073,35
152074,33
153074,37
154075,36
155075,37
156076,38
157077,35
158077,36
159078,35
160078,36
161079,34
162079,32
163080,40
164080,39
165081,36
166081,35
167081,37
168082,38
169082,34
170083,38
171084,39
172085,38
173085,38
174086,38
175086,38
176087,38
177087,38
178087,39
179088,38
180088,39
181089,38
182089,37
183090,37
184091,37
185092,37
186092,37
187092,38
188093,38
189093,35
190094,32
191094,32
192095,33
193095,33
194096,33
195096,32
196097,32
197097,33
198098,33
199099,32
200099,40
201100,33
202100,31
203101,34
204101,29
205102,33
206102,37
207102,40
208103,38
209103,39
210104,35
211105,121
212106,36
213106,39
214107,37
215107,37
216108,36
217108,39
218108,38
219109,40
220109,40
221110,38
222110,31
223111,28
224112,25
